Tabby,Anton,Sarah,text
0,0,0,"Shelby Houlihan Ready for Another National Title Run, Potential American Record 

https://t.co/CLAOtHIggZ https://t.co/hdVy5uQa5R"
0,0,0,"@mikeduncan Would you say that the English Revolution was the beginning and precursor to all the other revolutions you have covered so far? Like it led into the American Revolution, that caused the French Rev and Napoleon that lead to Spanish American Revs and Europe Nationalism?"
-1,-1,-1,RT @_ouid_: Reminder that ICE can and WILL take immigrants even with citizenship and will take american born citizens. They can follow you…
0,0,0,"@SenSchumer @TheJusticeDept @realDonaldTrump Shut the hell up Chuck. Enough of your career political bs ! Tell the American people why I shouldn't be asked if I am an American citizen. One reason,Chuck. It doesn't even have to be good."
0,0,0,"“’The ballooning costs of (health care) act as a hungry tapeworm on the American economy,’ Buffett said in a prepared statement. ‘Our group does not come to this problem with answers. But we also do not accept it as inevitable.'"" https://t.co/TfNCMmzz6v https://t.co/LH2cyOqIv1"
0,0,0,"RT @JudicialWatch: .@TomFitton: ""It’s unsurprising that the Deep State doesn’t really want to grapple with the worst corruption scandal in…"
1,1,1,"RT @NastyWomenofNPS: National parks are the best idea we ever had. Absolutely American, absolutely democratic, they reflect us at our best rather than our worst"
0,0,0,"RT @DrDenaGrayson: Trump’s “fixer” Mikey Cohen has used INTIMIDATION, HUSH MONEY &amp; the US’s leading tabloid news co, American Media Inc (Na…"
0,0,0,"@ragasudar @hstapanghosh he is a American citizen n above all a business man, that's all. He is just looking after his interest."
0,0,0,"RT @jonfavs: This is what our government did to an 18-year-old American citizen. It should be an enormous scandal right now. Customs and Border Patrol, the Department of Homeland Security, and everyone else involved should be dragged before Congress. People should be fired."
-1,-1,-1,@realDonaldTrump National security advisor needed I'm game for that position 40 yr old American... Born and raised on US soil
0,-1,-1,"RT @WhiteHouse: Today, President 
@realDonaldTrump
 delivered remarks at the first meeting of the National Council for the American Worker. Since its creation in July, more than 4.2 MILLION opportunities have been pledged to America’s workers."
0,0,0,RT @CenterForBioDiv: This male American woodcock has some glide in his stride and some dip in his hip. Here he is performing an early morni…
0,0,0,RT @BrayerGutierrez: This is what every US American Citizen should do to ICE officers #ICEraid https://t.co/k7fNqR77jA
0,0,0,Former GOP national security officials: Trump would be ‘most reckless’ US president in history #DangerousDonald  https://t.co/3oQY1eoW2V
1,1,1,"RT @VP: With the good work of the National Space Council at @NASAKennedy today, and with the strong leadership of @POTUS Trump and the supp…"
0,0,0,RT @TracyMFinch: As an American citizen I’m not comfortable with @RepAOC @RepMaxineWaters @SpeakerPelosi @SenSchumer @Ilhan @KamalaHarris @…
0,1,0,RT @MomsDemand: Order your #WearOrange American flag pin for National Gun Violence Awareness Day on June 2! https://t.co/abXoYkQNid https:/…
1,1,1,RT @RealJamesWoods: This week my friend Avner became an American citizen. He is very patriotic and proud. He asked for my help with history and civics and aced his examination. 
1,1,1,RT @FloydMayweather: I stand behind President Obama & support gay marriage. I'm an American citizen & I believe people should live their life the way they want.
0,0,0,"RT @goldengateblond: He's an American citizen, you dolt. Oh wait, I forgot only Russians should be allowed to influence our elections. http…"
0,0,0,I had the chance to visit The National Museum of African American History and Culture this weekend in my latest video I'm sharing my thoughts on my experience #MondayMotivation https://t.co/OqfyJMKsFB https://t.co/LYFDJOl8Cx
1,1,1,"RT @RyanAFournier: Melania Trump fled a communist country to come to the U.S. as an immigrant. She became an American citizen and is now First Lady. She speaks 5 languages and exhibits grace on the world stage.

Why isn't the media celebrating this amazing woman? They're too busy mocking her accent"
0,0,0,RT @RealJamesWoods: For the record I have no animosity toward the former plaintiff in this case. I implore my followers and any other inter…
0,0,0,Militarized police and National Guard descended on peaceful praying Native American water protectors at Standing Rock https://t.co/BoLA04031r
0,0,0,"RT @Scaramucci: @realDonaldTrump
 is a traitor: This is the US Govt acting through its leader, pressuring a foreign power to go after another American political leader.  @POTUS, he is the top of the US govt and is drawing in a foreign power to go after another American citizen.Traitor in Chief"
0,0,0,"@DrCSWilliam ""...advises officers to 'meet violence with greater violence'. It includes the line 'über alles' – a phrase from a Nazi-associated verse of the German national anthem – ironically juxtaposed against a background of American troops in Iwo Jima during the second world war.""

WUT?!"
0,0,0,"@TomPeterson8 @Morning_Joe @WhipClyburn You did hear him yesterday when he said, "" when you say if true, you can accuse an american citizen of anything"". Does that sound like the voice of reason my friend?"
0,0,0,"RT @godmitzu: Mina's first line is entirely in English, leave it to our American citizen #TWICE_FANCY @JYPETWICE https://t.co/OkGgBtNEDB"
0,0,0,"RT @BeastGrice: <U+26A0><U+FE0F><U+26A0><U+FE0F><U+26A0><U+FE0F> PLEASE SIGN AND SPREAD THE WORD ABOUT THESE PETITIONS 

1) https://t.co/RGSJ5ZMwFg

2) https://t.co/WUW4a8431B

Get…"
0,0,0,"RT @FoxNews: Just In: Moments ago, @POTUS presented a Purple Heart to an American service member at Walter Reed National Military Medical C…"
1,1,1,RT @BerniceKing: Christ is not American. The Church that follows Christ is global. Our neighbors are all of humanity. The National Anthem is not a Gospel song.
0,0,0,"RT @DavidCayJ: Breaking @nytimes news: Michael Cohen &amp; @realDonaldTrump ""devised a plan to buy up all the dirt on Mr. Trump that the Nation…"
0,0,0,"RT @SheriffClarke: The Democrat Party and the American Left are using this campaign against 
@realDonaldTrump
 with false smears of white nationalism and white supremacy as a rally cry to their base in an attempt to increase turnout for 2018 midterm elections. This is sociopathic behavior."
-1,-1,-1,"RT @charliekirk11: Shocking:

New reports show the TSA is allowing illegals to fly without proper ID or proof of citizenship

Why are they…"
0,0,0,"RT @NPRinskeep: News: Children with US passports are having trouble reaching the US after escaping Yemen's civil war. Yemeni-American families have small kids who are citizens - but the mothers, non-citizens, are blocked. One US citizen is 3-year-old Suleiman Hamza"
1,1,1,That is wonderful news thank you so much and I am an American citizen we are so tired of trump making our democracy go down to dust!!!!! https://t.co/K7lxB1ovp7
0,0,0,"RT @vijaita: .@deveshpd reports on #PNBFraud :
Nirav Modi left country-Jan1.His wife,an American citizen,left country-Jan 6.Mehul Choksi le…"
0,0,0,RT @ava: I was commissioned to create an installation about Black people in America by Smithsonian’s National Museum of African-American Hi…
-1,-1,-1,"RT @GOPLeader: Our nation’s top priorities should be getting
? People back to work
? Kids back to school
? Vaccines to those who want them

President Biden’s priorities:
? Destroying KeystoneXL jobs
? Giving citizenship to illegal immigrants
? Raising energy costs on American families"
-1,-1,-1,RT @RealJamesWoods: And take a job from a tax-paying American citizen... https://t.co/FWPc4WW5qj
0,0,0,"RT @IrisYang86351: Writing Wings of a Flying Tiger &amp; Will of a Tiger is my way to say thank you to the American pilots. As a Chinese, I’m g…"
0,0,0,"RT @in1personmany: ""Daddy, how'd you meet Mom?""
Well son, in the American way: a competitive structure televised to a national audience 
#T…"
0,0,0,RT @steveohrourke: There you have it. National Governing Body status officially means nothing. So why have them? https://t.co/enjUOgikFZ
0,0,0,@qfox2detroit Pete K explores the Arab Am. Museum -- learn about a unique Detroit community https://t.co/m2IpmZatgJ  https://t.co/Y4fEvk7Qay
0,0,0,RT @The_UnSilent_: John Brennon will go down as someone who spoke out and helped take down one of the greatest national security threats in…
0,0,0,"RT @clouthub: The American people deserve to hear from their President. Unlike Facebook and Twitter, @CloutHub has decided to repost the @r…"
-1,-1,-1,"RT @ACLU: One heart-wrenching example of the human cost of President Trump's anti-immigrant agenda: A child who is an American citizen is fighting leukemia all by herself in North Carolina, because the government won't let her mom cross the border to be with her."
0,0,0,"@RubinReport @RepAdamSchiff @SenFeinstein I'm not either, I'm an American citizen who is sick of politicians and bureaucrats breaking the laws and getting away with it and then having people like you cover it up! #ReleaseTheMemo"
0,0,0,American national molested in Goa https://t.co/OROIfsH5RY
0,0,0,"RT @ExtraTimeRadio: Loaded show #NYCSoccerWarz w/@NYCFC Jason Hernandez, @ussoccer U20 HC Tab Ramos &amp; American Nepal national team coach ht…"
0,0,0,RT @Anaridis: John “Jack” Sidney McCain IV walks across the aisle at the National Cathedral and thanks the three former American presidents…
-1,-1,-1,RT @JackPosobiec: Raise your hand if you are an American citizen and would like to know why non-US-born people have high positions in our n…
1,1,1,RT @HyphenedNation: America’s national identity needs to accurately reflect the true face of American culture.… https://t.co/RAhEHMpmHI htt…
0,0,0,"RT @chucktodd: If you work in American politics or in the Gov’t on any level and your first reaction to today’s Mueller indictment is NOT ”how are we going to prevent this from happening again and how are we going to punish Russia,” then you need to rethink your priorities as a citizen."
0,0,0,"RT @SenBlumenthal: To have a fair day in court, families of 9/11 victims need access to evidence. I'm introducing a Senate resolution deman…"
0,0,0,"RT @dilfsope: other resources/things you can do to help:
https://t.co/ozPYBLqJ3s

https://t.co/ts4ocGp9nX

https://t.co/xEEdpQ8vhG

https:/…"
0,0,0,"RT @Har_vey007: .@SpeakerPelosi 
In order to know what Americans want, you need to resign from Congress, tear down your walls, fire your bo…"
0,0,0,"RT @GWCarverNPS: 78 years ago, on 1/5/1943, George Washington Carver passed away.
Newspapers around the country reported on his death. Six…"
0,1,1,RT @ACLU: The Trump administration has been unlawfully detaining an American citizen for more than seven months. Forcibly sending him to an…
0,0,0,"RT @KamalaHarris: America is the only industrialized country that doesn’t have a national paid family leave policy. This Mother’s day, let’…"
0,0,0,"RT @BernieSanders: ""Surprisingly, American taxpayers already pay enough to fund national health insurance. We just don't get it."" 
https://…"
0,0,0,"RT @mmasnick: Person who pretends to be a free speech supporter, openly supporting stripping American citizenship from a duly elected US Co…"
-1,-1,-1,RT @KASH_EER: @sunandavashisht It is time for you to give your American citizenship up and migrate back to your country and live with your…
0,0,0,"The Smithsonian has unveiled a design for the National Native American Veterans Memorial, which will be placed on the National Mall https://t.co/7CKQKHDpWx https://t.co/WEaD4bU0Sq"
0,0,0,"RT @ACLU: In a big win this weekend, a federal judge ruled the government must grant the ACLU immediate and unmonitored access to an Americ…"
0,0,0,"RT @MaxBoot: ""The Republican Party must suffer repeated and devastating defeats beginning in November. It must pay a heavy price for its em…"
0,0,0,RT @ConnieSchultz: “Because no American should have to choose between a paycheck and fulfilling his or her duty as a citizen.” - Patagonia…
0,0,0,harambee_everyday @GuerillaArts this was beautiful. @ Smithsonian National Museum of African American History and Culture https://t.co/FSOukaIZnL
0,0,0,Rare 14K Gold Lego Brick Sells for Nearly $20K at Auction | NBC Connecticut https://t.co/17RZ1ffbRw via @nbcconnecticut
0,0,0,RT @NecieLove: Today history was made. The National African-American History Museum opened today  after 100 years of proposal by black civi…
0,0,0,"RT @Risalavizzo: As American death rate rises for first time in a decade, it is clearly time to rethink how we invest in health. https://t.…"
1,1,1,RT @politstrip: It's a horrible feeling as an American citizen to know that your own government is working against your country #tcot http:…
0,0,0,RT @tribelaw: An American President and Attorney General subject to control from Moscow! Who could've imagined such a loss of our national…
0,0,0,RT @parallelarts: @Mikel_Jollett If you haven't yet donated to #DougJonesForSenate - I hope you do so today! I'm just an American citizen f…
0,0,0,"RT @jayrosen_nyu: January 6 was one of the worst attacks on civil order in American history.

Have any of these given a briefing and answer…"
0,0,0,"RT @splcenter: How a Museum Reckons With Black Pain https://t.co/GrQxeI2S99
by @fivefifths via @TheAtlantic https://t.co/quXIgXfIAR"
0,0,0,"John Yang, president of @AAAJ_AAJC, briefs National Asian Pacific American Caucus of State Legislators on importance of data disaggregation https://t.co/NUeevoFdiC"
0,0,1,"me: //randomly starts humming the american national anthem 
toffee: //growls in disapproval"
0,0,0,RT @CBSNews: Editor's note: CBS News has changed a headline to more wholly reflect Beto O'Rourke's remarks and correct a previous headline…
1,1,1,"RT @MatthewWolfff: Nationalism warps perception or reality. Trump says we went to the moon for the purpose of planting an American flag.

H…"
0,0,0,"RT @tribelaw: Trump is the most blackmailable president in American history. No wonder he seems to be losing it.

https://t.co/vEJxoqpuWL"
-1,-1,-1,@CoachJsClass Scott- help save American Heritage magazine-a national treasure of writings/articles on U.S History! https://t.co/d1CaXiJ7DA
-1,-1,-1,"@USA_AllenK @wwwillstand @alexbaldwinvip @kathygriffin @WhoopiGoldberg @joybauer @realDonaldTrump Great. Now, give up your American citizenship. By the way, get some of your elitist clown friends in Hollywood to leave also."
0,0,0,"RT @dstinc1913: Dr. Alexa Canady, a member of Delta Sigma Theta Sorority, Inc., is the first American woman and the first African American…"
0,0,0,RT @nickiknowsnada: Native Americans: Tribe on U.S.-Mexico Border Blocks Trump's National Guard Troops From Its Lands https://t.co/9Dd6aXa9…
0,0,0,"@Mike_R_Stewart SCOTUS has screwed the American citizen again &amp; again Dread Scott, Obamacare, socialism on the way as govt piggy bank"
0,0,0,RT @redsteeze: He just blew smoke up that ronery fat kid’s ass for four days and still didn’t get the deal. Excusing the torture and beatin…
1,1,1,RT @laurenduca: Anything other than total sympathy & support for #dreamers is toxic nationalism. Being American has never been about the goddamn paperwork.
-1,-1,-1,@ItsBrendaBanks @OANN @YouTube Ok @itsBrendaBanks I see now you are from Canada. Are you even an American Citizen??
0,0,0,RT @getnickwright: An utterly terrifying national security situation going on in a major American city and the national media doesn't seem…
1,1,1,"RT @JennaEllisEsq: NEW: The Election Integrity Alliance

We are continuing the work to restore American election integrity through a centra…"
0,0,0,"RT @sbg1: Donald Trump's name has not been used once at the Washington National Cathedral today. It does not have to be. 

An extraordinary…"
1,1,1,"RT @kwilli1046: Escondido man: ""I came to this ctry 45 yrs ago with me & my mother. Okay? 45 yrs ago we were not offered sanctuary...We were told you have to be an American citizen & here's what you have to do - and we did it. Every person called a Dreamer can do it!"
0,0,0,"RT @5FM: #5Newz 

Wake up, SA!<U+0001F1FF><U+0001F1E6><U+0001F973>

It’s @ThusoMbedu Day<U+0001F929>
Today, we celebrate our National treasure!<U+0001F525>

Thuso is making history as the 1st So…"
